TIPO|PERIODO|TIPO_USUARIO|TIPO_CONTENIDO|CHANNEL_NAME|USUARIOS|HORAS|GRUPO|PROCESSDATE,,,,,,,,,gsgsfsafasf
T2|202105|FULL|LIVE|STAR COMEDY HD|5153|8491,083333|[>5]|,,,,,,,,
T1|202105|LITE|LIVE|CANAL J|6700|4500,850000|[>5]|,,,,,,,,
T1|202105|LITE|LIVE|UNIVERSAL CHANNEL HD|996|4463,616666|[>5]|,,,,,,,,
T1|202105|FULL|LIVE|DISCOVERY HD|16437|29292,200000|[>5]|,,,,,,,,
T1|202105|FULL|LIVE|UNIVERSAL CHANNEL HD|20093|81916,783333|[>5]|,,,,,,,,
T2|202108|LITE|LIVE|STAR ACTION HD|3397|10305,283333|[>5]|,,,,,,,,
T1|202108|LITE|LIVE|CANAL N HD|49367|226333,600000|[>5]|,,,,,,,,
T1|202108|FULL|LIVE|CNN ESPAÑOL|5457|8957,450000|[>5]|,,,,,,,,
T2|202108|FULL|LIVE|STAR SERIES HD|2374|4398,883333|[>5]|,,,,,,,,
T1|202108|LITE|LIVE|HTV|1|,416666|[>5]|,,,,,,,,
T1|202108|LITE|LIVE|NAT GEO HD|821|1052,850000|[>5]|,,,,,,,,
T1|202108|FULL|LIVE|DISC.THEATERHD|7878|8554,150000|[>5]|,,,,,,,,
T1|202108|FULL|LIVE|GOLTV HD|17307|17825,183333|[>5]|,,,,,,,,
T2|202106|LITE|LIVE|STAR COMEDY HD|3557|3777,433333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|SPACE HD|6303|9241,400000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|A&E HD|10837|7572,016666|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBO 2 HD|4116|1647,383333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|TELEMUNDO|53084|55622,350000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|HOMEGARDEN|1377|834,100000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|ESPN EXTRA HD|2551|871,650000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|PANAMERICANA TELEVISION HD|215489|587533,866666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|AMERICA TELEVISION HD|372036|3439704,983333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|DISNEY CHANNEL HD|46298|30372,066666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|FX MOVIES DTH|3420|2607,616666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|CANAL J|25230|3387,216666|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|HBOPOP|234|148,483333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|TNT HD|116283|179729,550000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CARTOON NETWORK HD|2757|2680,400000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|CINECANAL HD|61813|83172,433333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|E! ENTERTAINMENT|194|186,550000|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBOPOP|25|41,683333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|COMEDY CENTRAL HD|68956|63626,016666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|CNN INTERNACIONAL|29869|4110,316666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|FOOD NETWORK|240|504,750000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|ZEE MUNDO|1532|629,466666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|AXN HD|579|1884,666666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|AMERICA TELEVISION HD|382040|5173685,766666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|LATINA HD|315183|2579518,350000|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|STAR ACTION HD|4980|8430,750000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|FOX SPORTS 3 HD|2066|523,750000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|KANAL D DRAMA|30379|35740,200000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|DISNEY CHANNEL HD|2412|1633,816666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|LATINA HD|309023|1897447,166666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CINEMAX HD|1007|1359,300000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|TLC|1549|1427,650000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|LIFETIME|218|190,783333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|BOOMERANG|46664|33534,083333|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|HBO SIGNATURE HD|6503|1412,966666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|SONY HD|67440|72223,500000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|A&E HD|521|325,000000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|DISCOVERY HD|2996|1861,533333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CNN ESPAÑOL|1961|658,500000|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|STAR HITS HD|17531|27887,666666|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBOHD|4738|5073,416666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|NAT GEO HD|38698|23166,600000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|WARNER CHANNEL HD|3744|6720,033333|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|HBO 2 HD|13008|4534,583333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|ANIMAL PLANET HD|2363|1141,400000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|KANAL D DRAMA|1560|2542,116666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|NAT GEO KIDS|37891|9259,216666|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBO PLUS ESTE HD|3880|1431,833333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|GOLTV HD|65634|20650,150000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|DISCOVERY KIDS HD|2244|2615,183333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|TNT SERIES HD|5457|11100,333333|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|STAR FUN HD|4104|5011,950000|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|STAR ACTION HD|18356|34184,066666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|NICK HD|45516|38630,816666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|BOOMERANG|2399|1951,416666|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|STAR COMEDY HD|11280|9793,366666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|USMP TV|66405|9659,283333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|ESPN2 PERU|83186|108423,633333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|STUDIO UNIVERSAL|87|92,450000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|ESPN HD|5415|5667,316666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|UNIVERSAL CHANNEL HD|40838|81947,533333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|MOVISTAR EVENTOS|3424|565,750000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|GOLPERU HD|237563|620127,850000|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|STAR SERIES HD|3450|1336,333333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|STAR CHANNEL|4194|7210,983333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|FX HD|4941|6000,066666|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBO FAMILY HD|4257|6478,250000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|MTV HD|41562|21544,933333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CANAL J|63247|10626,533333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|TNT SERIES HD|79115|147628,833333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|DISC.THEATERHD|29818|9928,833333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CNN INTERNACIONAL|1660|305,566666|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|STAR FUN HD|12989|11366,033333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|GOLTV HD|4813|1321,600000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|DISCOVERY WORLD HD|989|288,400000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|NAT GEO HD|2096|1292,433333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|WILLAX|146446|451177,050000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|MOVISTAR MUSICA HD|2|,066666|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|STAR CINEMA HD|10974|4378,116666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|RPP HD|173700|402530,766666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|TELEMUNDO|2589|2998,983333|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|HBO PLUS ESTE HD|12001|3815,083333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|NICK JR|323|122,350000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|FX MOVIES DTH|64634|48810,683333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|FOX SPORTS 2 HD|71675|43687,000000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|FOOD NETWORK|4466|6020,016666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|PARAMOUNT HD|3989|4336,600000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|HOME & HEALTH HD|46887|74504,416666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|ATV HD|234169|1727435,600000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|HOMEGARDEN|23898|11548,066666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|M DEPORTES HD|19291|76856,400000|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|STAR CLASSICS|3538|2330,700000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|DISNEY JUNIOR|385|258,450000|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBO SIGNATURE HD|2465|630,200000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|UNIVERSAL CHANNEL HD|2143|4500,550000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|MOVISTAR EVENTOS 2|2110|186,500000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|M PLUS HD|231613|424822,300000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|ESPN HD|117322|125528,316666|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|HBO XTREME HD|308|325,016666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|PANAMERICANA TELEVISION HD|190108|439742,250000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|DISC.SCIENCE|4223|1580,850000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|TBS VERY FUNNY HD|26675|10758,283333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|TLC|29381|23808,583333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|M DEPORTES HD|337491|1428151,166666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|LIFETIME|4560|4028,050000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|M PLUS HD|100202|63194,233333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|STUDIO UNIVERSAL|3|1,533333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|TRUTVHD|1784|682,683333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|RPP HD|112682|191792,683333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|HISTORY 2 HD|1735|1397,033333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|STAR CHANNEL|81162|134453,333333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|ESPN 3 HD|2934|1468,416666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|HOME & HEALTH HD|2582|5070,650000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|FOX SPORTS 3 HD|39660|8999,666666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|TBS VERY FUNNY HD|1415|614,716666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|FOXSPORTSHD|74961|36904,450000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|STAR LIFE|63365|36183,583333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CINECANAL HD|3193|4301,900000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|E! ENTERTAINMENT|4250|5526,150000|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|HBOHD|15423|15008,800000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|ATV HD|203636|1234227,916666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|STAR LIFE|3466|2080,216666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|CANAL N HD|163281|528591,166666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|HTV|125|24,533333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|GOLPERU HD|13386|30696,350000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|CINEMAX HD|21887|29392,833333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|CANAL N HD|251464|1196714,550000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|ESPN EXTRA HD|51421|16319,716666|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|HBO XTREME HD|23|20,266666|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|STUDIO UNIVERSAL HD|2479|2527,683333|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|ESPN 3 HD|61777|30238,100000|[>0]|,,,,,,,,
T2|202106|LITE|LIVE|STAR CINEMA HD|3239|1785,133333|[>0]|,,,,,,,,
T2|202106|FULL|LIVE|STAR SERIES HD|9792|3219,150000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|HTV|12|1,200000|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|HISTORY 2 HD|31421|23895,916666|[>0]|,,,,,,,,
T1|202106|FULL|LIVE|SPACE HD|92144|123387,783333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|NAT GEO WILD HD|2874|2130,183333|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|INVEST.DISCOVERYHD|2980|3028,250000|[>0]|,,,,,,,,
T1|202106|LITE|LIVE|TCM|3585|1994,300000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|PARAMOUNT HD|71228|73603,166666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|HISTORY 2 HD|1677|1451,000000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|WARNER CHANNEL HD|71932|133664,833333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|FOX SPORTS 2 HD|70010|48531,883333|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|STAR ACTION HD|5002|9431,066666|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|HBOPOP|281|265,700000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|GOLTV HD|4067|1145,066666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|ESPN EXTRA HD|44615|15930,266666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|ANIMAL PLANET HD|2203|1019,200000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|GOLPERU HD|13394|55695,650000|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|HBOHD|4113|4228,183333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|HISTORY CHANNEL HD|11055|19779,583333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|INVEST.DISCOVERYHD|53404|68362,716666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|TNT SERIES HD|76634|155409,933333|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|HBO PLUS ESTE HD|12924|12371,816666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|NAT GEO KIDS|2013|444,100000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|MTV HD|37988|20241,233333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|CINECANAL HD|3123|4981,600000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|PANAMERICANA TELEVISION HD|167589|434817,433333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|FOX SPORTS 3 HD|2052|567,016666|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|STAR COMEDY HD|10856|9369,983333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|M DEPORTES HD|217517|416307,733333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|CNN INTERNACIONAL|25302|3753,866666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|ESPN 3 HD|57803|29107,783333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|DISCOVERY KIDS HD|2150|2547,433333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|ZEE MUNDO|1574|508,516666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|A&E HD|11903|9838,750000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|HOMEGARDEN|25097|11402,100000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|CANAL N HD|116554|307548,050000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISCOVERY KIDS HD|41474|55920,583333|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|HBO PLUS ESTE HD|3789|4171,816666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|DISNEY CHANNEL HD|2360|1621,683333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|CINEMAX HD|20780|27047,983333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|CARTOON NETWORK HD|2627|2655,533333|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|STAR ACTION HD|19830|37184,383333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|CNN ESPAÑOL|29307|9917,400000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|KANAL D DRAMA|1718|2655,200000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|ESPN EXTRA HD|2212|767,933333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|TELEMUNDO|2626|3791,550000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISC.SCIENCE|32891|9134,016666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|RPP HD|71621|118043,116666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|TV PERU HD|342|191,566666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|CANAL J|51283|9208,800000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|PANAMERICANA TELEVISION HD|196831|581707,766666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|HISTORY 2 HD|31402|21673,333333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|FOOD NETWORK|3939|6046,866666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|ANIMAL PLANET HD|40808|20792,416666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|SONY HD|3245|3622,166666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|RPP HD|137015|303134,783333|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|STAR FUN HD|14012|15668,966666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|ESPN HD|4524|6444,300000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|GOLTV HD|56159|16808,950000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|FOXSPORTSHD|78358|57395,600000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|UNIVERSAL CHANNEL HD|44065|94484,666666|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|HBO FAMILY HD|12101|12086,300000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|EXITOSA|1|,033333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|HTV|132|47,666666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|NAT GEO KIDS|35825|9277,950000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|ESPN 3 HD|2716|1395,600000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|CINECANAL HD|61264|92054,416666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|DISC.THEATERHD|979|381,300000|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|STAR HITS HD|16842|27482,700000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|SPACE HD|6071|9535,250000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|FOXSPORTSHD|3843|2749,483333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|MOVISTAR EVENTOS 2|1741|134,916666|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|STAR CINEMA HD|9682|4075,250000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|WILLAX|144162|588942,483333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|MTV HD|1983|782,900000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|AMERICA TELEVISION HD|383219|5336844,333333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|ATV HD|250943|1959885,933333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|TELEMUNDO|52732|70039,616666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|ZEE MUNDO|28964|9819,033333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|NICK HD|2291|2371,783333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|STAR LIFE|61908|40877,466666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|NICK JR|2181|1320,800000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|NICK HD|42229|38185,733333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISCOVERY WORLD HD|28174|7905,783333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|TRUTVHD|1646|568,500000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|NAT GEO WILD HD|51653|45846,416666|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|HBO SIGNATURE HD|6981|1829,766666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISC.THEATERHD|29103|10457,450000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|STUDIO UNIVERSAL|4|3,716666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|NAT GEO WILD HD|2778|2312,033333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|FX MOVIES DTH|62837|23863,033333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|A&E HD|520|365,483333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|WILLAX|124796|418459,900000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|USMP TV|22485|1908,350000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|LIFETIME|4498|4752,633333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|TNT HD|5780|9135,250000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|LATINA HD|281423|2361616,933333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|STAR CHANNEL|77209|142408,233333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|E! ENTERTAINMENT|205|181,766666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|NAT GEO HD|35710|21819,383333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|MOVISTAR EVENTOS|2286|212,016666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|NAT GEO HD|1923|1274,466666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|TLC|1600|1396,966666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|TV PERU HD|32|13,416666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|HOMEGARDEN|1461|800,183333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISCOVERY HD|54950|42545,950000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|STUDIO UNIVERSAL HD|2386|3175,433333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|BOOMERANG|43801|34532,000000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|UNIVERSAL CHANNEL HD|2233|4713,466666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|CARTOON NETWORK HD|50298|50414,116666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|CNN INTERNACIONAL|1420|302,250000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|ESPN2 PERU|82463|91822,800000|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|STAR COMEDY HD|3298|3525,650000|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|HBO XTREME HD|270|248,566666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|TCM|63868|39151,133333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|HOME & HEALTH HD|44787|74637,350000|[>0]|,,,,,,,,
T2|202107|FULL|LIVE|STAR CLASSICS|11791|8108,233333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|WARNER CHANNEL HD|3708|6663,933333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|STAR CHANNEL|4048|7494,133333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|FOX SPORTS 2 HD|3403|2375,366666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|AXN HD|11004|38763,383333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|CNN ESPAÑOL|1705|577,900000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|NICK JR|280|99,533333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|COMEDY CENTRAL HD|64973|65203,150000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|SONY HD|63217|71893,000000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|E! ENTERTAINMENT|4463|6195,133333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|FOX SPORTS 3 HD|37437|8636,266666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISNEY CHANNEL HD|43525|32521,966666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|FX HD|4744|6433,216666|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|STAR CLASSICS|3389|2655,133333|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|HBO FAMILY HD|3895|5333,233333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|STUDIO UNIVERSAL|47|39,366666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|TBS VERY FUNNY HD|30188|14186,166666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|BOOMERANG|2326|2137,900000|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|SPACE HD|89922|133345,883333|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|DISCOVERY WORLD HD|924|291,133333|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|STAR HITS HD|4802|9783,900000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|USMP TV|53257|7856,000000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|M PLUS HD|81402|45971,466666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|GOLPERU HD|250679|1091905,566666|[>0]|,,,,,,,,
T2|202107|LITE|LIVE|HBO 2 HD|3868|1440,916666|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|TBS VERY FUNNY HD|1635|718,083333|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|KANAL D DRAMA|32170|40641,400000|[>0]|,,,,,,,,
T1|202107|LITE|LIVE|DISC.SCIENCE|1823|643,016666|[>0]|,,,,,,,,
T1|202107|FULL|LIVE|DISCOVERY TURBO|32498|35065,066666|[>0]|,,,,,,,,
